ID,Employee Satisfaction,Employer Ratings,Monthly working hours
1159,0.82,0.82,249
1160,0.85,0.89,221
1161,0.45,0.46,146
1162,0.77,0.89,243
1163,0.39,0.5,127
1164,0.91,0.9,245
1165,0.11,0.77,264
1166,0.46,0.45,143
1167,0.43,0.49,135
1168,0.11,0.96,262
1169,0.1,0.93,299
1170,0.09,0.8,279
1171,0.36,0.51,155
1172,0.11,0.89,264
1173,0.09,0.77,256
1174,0.44,0.51,129
1175,0.73,0.97,217
1176,0.21,0.58,203
1177,0.8,0.85,264
1178,0.37,0.55,159
1179,0.79,0.96,218
1180,0.09,0.8,298
1181,0.75,0.74,134
1182,0.83,1,263
1183,0.1,0.77,252
1184,0.44,0.55,136
1185,0.42,0.97,259
1186,0.43,0.56,158
1187,0.09,0.84,307
1188,0.44,0.53,152
1189,0.81,0.98,237
1190,0.1,0.79,284
1191,0.1,0.93,243
1192,0.11,0.83,268
1193,0.09,0.77,244
1194,0.75,0.83,262
1195,0.38,0.55,134
1196,0.09,0.87,278
1197,0.74,0.97,238
1198,0.44,0.56,127
1199,0.76,0.95,259
1200,0.42,0.56,146
1201,0.75,1,243
1202,0.36,0.52,137
1203,0.75,0.93,229
1204,0.4,0.46,134
1205,0.75,0.89,228
1206,0.09,0.84,301
1207,0.39,0.46,127
1208,0.4,0.48,142
1209,0.39,0.54,131
1210,0.1,0.85,310
1211,0.42,0.55,148
1212,0.37,0.52,143
1213,0.11,0.98,250
1214,0.09,0.88,265
1215,0.41,0.54,152
1216,0.42,0.49,145
1217,0.4,0.49,140
1218,0.36,0.47,129
1219,0.74,0.9,226
1220,0.66,1,269
1221,0.38,0.47,152
1222,0.43,0.51,132
1223,0.43,0.53,148
1224,0.1,0.85,297
1225,0.82,0.85,274
1226,0.1,0.77,280
1227,0.1,0.93,288
1228,0.43,0.49,155
1229,0.09,0.94,247
1230,0.41,0.54,138
1231,0.1,0.82,284
1232,0.88,0.92,225
1233,0.43,0.57,151
1234,0.42,0.5,155
1235,0.85,1,234
1236,0.38,0.49,144
1237,0.39,0.47,142
1238,0.41,0.48,126
1239,0.88,0.92,233
1240,0.78,0.96,241
1241,0.45,0.48,138
1242,0.09,0.95,260
1243,0.44,0.56,145
1244,0.11,0.84,252
1245,0.36,0.51,143
1246,0.86,0.98,270
1247,0.1,0.92,285
1248,0.45,0.53,149
1249,0.42,0.53,158
1250,0.36,0.55,134
1251,0.45,0.55,129
1252,0.38,0.57,131
1253,0.11,0.97,288
1254,0.45,0.46,142
1255,0.87,0.95,227
1256,0.45,0.53,131
1257,0.1,0.83,283
1258,0.44,0.54,139
1259,0.78,1,267
1260,0.38,0.56,148
1261,0.85,0.84,272
1262,0.36,0.48,148
1263,0.75,0.88,270
1264,0.81,0.81,218
1265,0.4,0.55,150
1266,0.83,0.83,260
1267,0.41,0.52,127
1268,0.42,0.57,134
1269,0.09,0.83,258
1270,0.87,0.81,304
1271,0.43,0.56,149
1272,0.39,0.51,139
1273,0.1,0.9,272
1274,0.41,0.52,132
1275,0.72,1,240
1276,0.44,0.55,137
1277,0.38,0.5,139
1278,0.46,0.52,148
1279,0.4,0.49,149
1280,0.45,0.45,131
1281,0.89,0.89,262
1282,0.1,0.97,284
1283,0.46,0.48,161
1284,0.09,0.78,290
1285,0.45,0.57,149
1286,0.89,0.98,242
1287,0.62,0.77,227
1288,0.11,0.93,276
1289,0.44,0.5,135
1290,0.09,0.94,266
1291,0.56,0.75,236
1292,0.77,0.89,270
1293,0.39,0.49,146
1294,0.1,0.92,272
1295,0.72,0.85,246
1296,0.4,0.52,136
1297,0.11,0.81,260
1298,0.88,1,247
1299,0.37,0.51,127
1300,0.11,0.96,267
1301,0.4,0.52,143
1302,0.1,0.86,306
1303,0.62,0.89,131
1304,0.78,0.86,249
1305,0.37,0.52,144
1306,0.76,0.82,254
1307,0.42,0.53,131
1308,0.1,0.77,272
1309,0.42,0.47,157
1310,0.1,0.96,301
1311,0.1,0.81,252
1312,0.42,0.47,130
1313,0.09,0.86,297
1314,0.1,0.8,248
1315,0.11,0.89,257
1316,0.44,0.53,147
1317,0.87,0.9,307
1318,0.44,0.46,154
1319,0.41,0.56,143
1320,0.51,0.79,134
1321,0.89,0.96,221
1322,0.1,0.96,275
1323,0.9,0.94,247
1324,0.36,0.55,131
1325,0.44,0.54,150
1326,0.39,0.57,150
1327,0.38,1,137
1328,0.73,0.95,223
1329,0.1,0.96,292
1330,0.89,0.83,130
1331,0.87,0.85,221
1332,0.84,0.89,245
1333,0.11,0.77,274
1334,0.74,1,248
1335,0.79,0.97,243
1336,0.1,0.92,273
1337,0.83,0.95,221
1338,0.1,0.79,271
1339,0.45,0.5,157
1340,0.29,0.48,249
1341,0.46,0.46,145
1342,0.11,0.83,262
1343,0.75,0.89,272
1344,0.4,0.5,129
1345,0.37,0.46,134
1346,0.41,0.52,147
1347,0.1,0.83,293
1348,0.39,0.52,129
1349,0.4,0.45,140
1350,0.41,0.52,132
1351,0.11,0.89,284
1352,0.74,0.99,263
1353,0.42,0.46,143
1354,0.88,0.88,265
1355,0.37,0.53,147
1356,0.78,0.81,253
1357,0.46,0.5,141
1358,0.74,1,222
1359,0.11,0.86,273
1360,0.8,0.87,240
1361,0.37,0.48,154
1362,0.87,0.92,253
1363,0.9,0.84,221
1364,0.1,0.88,263
1365,0.43,0.46,145
1366,0.11,0.91,279
1367,0.4,0.46,146
1368,0.09,0.93,270
1369,0.4,0.5,135
1370,0.14,0.7,236
1371,0.4,0.49,151
1372,0.11,0.79,244
1373,0.72,1,169
1374,0.39,0.57,157
1375,0.82,0.93,246
1376,0.41,0.52,142
1377,0.45,0.51,156
1378,0.2,0.7,281
1379,0.43,0.53,146
1380,0.39,0.55,156
1381,0.11,0.86,299
1382,0.45,0.47,136
1383,0.11,0.87,272
1384,0.84,0.86,240
1385,0.86,0.96,245
1386,0.79,0.93,269
1387,0.39,0.57,130
1388,0.15,0.62,257
1389,0.81,1,241
1390,0.39,0.53,136
1391,0.92,0.94,219
1392,0.9,0.98,271
1393,0.32,0.6,280
1394,0.46,0.46,140
1395,0.83,0.98,254
1396,0.39,0.47,131
1397,0.2,0.9,138
1398,0.11,0.85,295
1399,0.11,0.96,301
1400,0.1,0.95,296
1401,0.75,0.87,246
1402,0.44,0.57,145
1403,0.86,0.93,241
1404,0.1,0.82,269
1405,0.39,0.49,146
1406,0.45,0.48,149
1407,0.1,0.94,287
1408,0.36,0.55,138
1409,0.57,0.61,158
1410,0.09,0.87,266
1411,0.87,0.91,255
1412,0.43,0.52,156
1413,0.36,0.5,147
1414,0.91,0.99,265
1415,0.41,0.48,136
1416,0.37,0.52,140
1417,0.43,0.45,146
1418,0.43,0.57,142
1419,0.4,0.53,155
1420,0.1,0.89,285
1421,0.76,0.99,253
1422,0.82,0.93,248
1423,0.11,0.83,255
1424,0.43,0.52,154
1425,0.11,0.88,305
1426,0.41,0.48,141
1427,0.73,0.87,252
1428,0.37,0.57,157
1429,0.11,0.89,250
1430,0.46,0.52,131
1431,0.41,0.5,149
1432,0.78,0.78,260
1433,0.78,0.86,260
1434,0.72,0.86,251
1435,0.63,0.83,242
1436,0.55,1,136
1437,0.45,0.55,155
1438,0.39,0.51,155
1439,0.1,0.81,248
1440,0.4,0.5,136
1441,0.39,0.54,133
1442,0.78,0.45,128
1443,0.42,0.53,142
1444,0.39,0.54,149
1445,0.46,0.57,145
1446,0.1,0.92,279
1447,0.45,0.47,146
1448,0.1,0.83,264
1449,0.1,0.89,272
1450,0.78,0.86,256
1451,0.4,0.65,296
1452,0.45,0.51,155
1453,0.39,0.56,130
1454,0.43,0.48,157
1455,0.09,0.96,245
1456,0.79,0.86,226
1457,0.44,0.47,156
1458,0.79,0.95,228
1459,0.38,0.46,155
1460,0.36,0.56,159
1461,0.39,0.57,142
1462,0.09,0.93,271
1463,0.16,0.65,277
1464,0.09,0.77,310
1465,0.11,0.87,254
1466,0.44,0.56,142
1467,0.11,0.88,253
1468,0.11,0.97,260
1469,0.45,0.52,147
1470,0.1,0.96,288
1471,0.4,0.46,160
1472,0.38,0.55,130
1473,0.39,0.56,133
1474,0.38,0.55,160
1475,0.38,0.45,151
1476,0.17,0.75,188
1477,0.79,0.84,247
1478,0.1,0.85,259
1479,0.37,0.48,129
1480,0.42,0.49,152
1481,0.44,0.48,128
1482,0.11,0.83,253
1483,0.39,0.48,151
1484,0.1,0.83,271
1485,0.4,0.46,155
1486,0.86,0.91,245
1487,0.37,0.46,157
1488,0.4,0.51,160
1489,0.43,0.48,149
1490,0.88,0.88,248
1491,0.44,0.52,128
1492,0.87,1,224
1493,0.4,0.46,156
1494,0.45,0.52,143
1495,0.84,0.93,250
1496,0.1,0.68,179
1497,0.72,0.99,257
1498,0.4,0.5,127
1499,0.45,0.5,145
1500,0.89,0.98,274
1501,0.4,0.55,131
1502,0.38,0.53,136
1503,0.38,0.47,140
1504,0.1,0.82,265
1505,0.42,0.48,148
1506,0.74,0.86,262
1507,0.1,0.8,261
1508,0.82,0.9,248
1509,0.38,0.55,131
1510,0.41,0.56,160
1511,0.4,0.47,152
1512,0.83,0.98,249
1513,0.36,0.57,144
1514,0.75,0.98,245
1515,0.44,0.53,146
1516,0.1,0.94,297
1517,0.39,0.52,148
1518,0.09,0.84,260
1519,0.4,0.57,152
1520,0.41,0.54,135
1521,0.83,0.92,235
1522,0.42,0.47,145
1523,0.61,0.46,220
1524,0.44,0.52,128
1525,0.77,0.81,237
1526,0.81,0.95,275
1527,0.1,0.78,310
1528,0.73,0.84,251
1529,0.09,0.83,250
1530,0.9,0.99,259
1531,0.88,1,259
1532,0.09,0.87,305
1533,0.4,0.56,130
1534,0.17,0.55,250
1535,0.82,0.82,220
1536,0.9,0.83,266
1537,0.83,0.92,255
1538,0.44,0.5,154
1539,0.5,0.85,138
1540,0.14,0.61,291
1541,0.77,0.82,217
1542,0.09,0.83,286
1543,0.11,0.88,290
1544,0.44,0.57,148
1545,0.43,0.52,146
1546,0.12,0.8,136
1547,0.1,0.86,261
1548,0.1,0.96,274
1549,0.4,0.48,132
1550,0.41,0.47,145
1551,0.37,0.48,153
1552,0.4,0.48,139
1553,0.74,0.96,231
1554,0.39,0.48,154
1555,0.11,0.9,307
1556,0.36,0.51,129
1557,0.8,0.83,275
1558,0.6,0.85,250
1559,0.36,0.54,158
1560,0.1,0.96,310
1561,0.65,0.86,181
1562,0.49,0.73,244
1563,0.73,0.96,256
1564,0.11,0.8,259
1565,0.73,0.91,247
1566,0.43,0.46,129
1567,0.73,0.93,229
1568,0.76,0.85,236
1569,0.09,0.96,281
1570,0.9,0.81,264
1571,0.1,0.81,308
1572,0.43,0.48,147
1573,0.41,0.55,159
1574,0.41,0.57,154
1575,0.1,0.87,307
1576,0.4,0.46,132
1577,0.4,0.53,152
1578,0.36,0.48,310
1579,0.83,0.95,230
1580,0.83,0.94,273
1581,0.41,0.51,144
1582,0.11,0.93,296
1583,0.68,0.62,198
1584,0.43,0.53,157
1585,0.44,0.51,145
1586,0.87,0.94,219
1587,0.43,0.54,153
1588,0.89,0.48,178
1589,0.83,0.88,239
1590,0.11,0.87,278
1591,0.85,1,260
1592,0.89,0.97,264
1593,0.09,0.92,301
1594,0.43,0.55,134
1595,0.42,0.46,147
1596,0.43,0.54,130
1597,0.1,0.93,307
1598,0.37,0.46,156
1599,0.76,0.98,237
1600,0.88,0.89,254
1601,0.39,0.48,151
1602,0.45,0.54,131
1603,0.91,0.95,241
1604,0.86,0.85,267
1605,0.39,0.53,153
1606,0.89,1,217
1607,0.11,0.86,254
1608,0.1,0.87,265
1609,0.38,0.57,146
1610,0.4,0.54,156
1611,0.86,0.97,269
1612,0.1,0.86,288
1613,0.1,0.85,283
1614,0.42,0.5,128
1615,0.36,0.46,130
1616,0.39,0.48,127
1617,0.43,0.47,137
1618,0.36,0.49,133
1619,0.09,0.91,275
1620,0.42,0.55,146
1621,0.42,0.46,135
1622,0.91,0.89,217
1623,0.41,0.56,154
1624,0.11,0.78,247
1625,0.09,0.83,295
1626,0.83,1,224
1627,0.11,0.78,281
1628,0.1,0.93,258
1629,0.42,0.55,150
1630,0.1,0.97,282
1631,0.38,0.51,138
1632,0.77,0.98,238
1633,0.11,0.85,244
1634,0.87,0.97,250
1635,0.1,0.88,282
1636,0.1,0.89,253
1637,0.09,0.9,256
1638,0.84,0.85,260
1639,0.36,0.56,140
1640,0.81,0.83,269
1641,0.37,0.46,130
1642,0.1,0.96,264
1643,0.14,0.55,175
1644,0.41,0.51,159
1645,0.44,0.55,128
1646,0.82,0.94,232
1647,0.67,0.54,166
1648,0.44,0.57,141
1649,0.42,0.54,143
1650,0.84,0.83,239
1651,0.86,1,232
1652,0.56,0.86,252
1653,0.09,0.93,255
1654,0.1,0.81,270
1655,0.39,0.54,149
1656,0.75,0.89,276
1657,0.43,0.55,159
1658,0.09,0.96,274
1659,0.83,0.94,264
1660,0.59,1,156
1661,0.44,0.54,135
1662,0.38,0.49,128
1663,0.76,0.98,242
1664,0.22,0.86,293
1665,0.4,0.46,141
1666,0.41,0.48,155
1667,0.38,0.51,141
1668,0.45,0.68,212
1669,0.39,0.56,160
1670,0.45,0.47,150
1671,0.42,0.53,132
1672,0.1,0.87,248
1673,0.78,0.96,272
1674,0.39,0.56,160
1675,0.1,0.87,299
1676,0.1,0.8,292
1677,0.43,0.46,126
1678,0.38,0.45,132
1679,0.09,0.77,282
1680,0.39,0.53,141
1681,0.73,0.99,206
1682,0.38,0.49,140
1683,0.1,0.91,255
1684,0.41,0.54,133
1685,0.43,0.51,131
1686,0.79,0.96,257
1687,0.1,0.81,269
1688,0.11,0.97,254
1689,0.42,0.5,143
1690,0.36,0.51,157
1691,0.63,0.93,163
1692,0.41,0.56,133
1693,0.36,0.46,157
1694,0.1,0.9,301
1695,0.11,0.96,310
1696,0.44,0.54,133
1697,0.77,0.96,249
1698,0.91,1,251
1699,0.26,0.46,242
1700,0.81,0.93,265
1701,0.11,0.87,280
1702,0.92,0.89,241
1703,0.1,0.86,253
1704,0.45,0.51,137
1705,0.11,0.94,266
1706,0.23,0.7,168
1707,0.86,0.95,270
1708,0.44,0.55,141
1709,0.41,0.56,133
1710,0.84,0.97,256
1711,0.42,0.52,160
1712,0.11,0.88,275
1713,0.38,0.46,160
1714,0.11,0.96,244
1715,0.1,0.83,271
1716,0.86,0.88,268
1717,0.91,1,253
1718,0.37,0.53,140
1719,0.46,0.5,146
1720,0.1,0.89,259
1721,0.37,0.46,127
1722,0.4,0.48,161
1723,0.09,0.78,260
1724,0.11,0.89,272
1725,0.39,0.48,159
1726,0.89,0.96,219
1727,0.09,0.91,243
1728,0.88,0.97,255
1729,0.11,0.9,245
1730,0.1,0.95,264
1731,0.91,1,245
1732,0.44,0.52,137
1733,0.63,0.76,157
1734,0.1,0.87,247
1735,0.36,0.51,144
1736,0.45,0.51,149
1737,0.73,1,253
1738,0.37,0.55,140
1739,0.09,0.85,307
1740,0.41,0.71,205
1741,0.72,1,234
1742,0.36,0.54,127
1743,0.9,1,229
1744,0.44,0.56,141
1745,0.78,0.95,260
1746,0.37,0.52,141
1747,0.4,0.47,144
1748,0.84,1,250
1749,0.09,0.86,245
1750,0.83,0.93,269
1751,0.11,0.87,273
1752,0.37,0.5,142
1753,0.09,0.93,273
1754,0.43,0.47,248
1755,0.39,0.56,147
1756,0.85,0.9,168
1757,0.38,0.52,128
1758,0.76,0.84,227
1759,0.44,0.51,135
1760,0.73,1,268
1761,0.43,0.53,136
1762,0.43,0.51,149
1763,0.09,0.96,264
1764,0.43,0.53,143
1765,0.45,0.57,138
1766,0.42,0.48,146
1767,0.41,0.46,150
1768,0.44,0.55,156
1769,0.09,0.92,245
1770,0.41,0.51,156
1771,0.43,0.51,143
1772,0.38,0.51,159
1773,0.85,0.96,217
1774,0.88,0.91,234
1775,0.44,0.46,138
1776,0.11,0.92,265
1777,0.38,0.5,145
1778,0.09,0.78,263
1779,0.11,0.79,264
1780,0.11,0.88,253
1781,0.44,0.48,155
1782,0.38,0.51,137
1783,0.1,0.87,254
1784,0.45,0.57,143
1785,0.11,0.94,280
1786,0.36,0.48,136
1787,0.72,0.95,271
1788,0.43,0.48,157
1789,0.45,0.5,150
1790,0.4,0.53,127
1791,0.1,0.81,271
1792,0.83,0.93,257
1793,0.11,0.8,305
1794,0.43,0.5,152
1795,0.38,0.5,144
1796,0.83,1,269
1797,0.11,0.82,285
1798,0.43,0.52,136
1799,0.11,0.88,294
1800,0.43,0.46,157
1801,0.1,0.89,280
1802,0.44,0.51,152
1803,0.82,0.91,276
1804,0.1,0.86,247
1805,0.1,0.95,286
1806,0.3,0.89,257
1807,0.1,0.93,258
1808,0.39,0.5,151
1809,0.14,0.47,175
1810,0.82,0.92,252
1811,0.1,0.85,266
1812,0.09,0.9,295
1813,0.54,0.83,165
1814,0.61,0.58,264
1815,0.1,0.79,275
1816,0.1,0.9,299
1817,0.36,0.49,147
1818,0.1,0.97,306
1819,0.84,1,242
1820,0.38,0.51,159
1821,0.41,0.49,147
1822,0.37,0.51,154
1823,0.43,0.56,129
1824,0.46,0.53,161
1825,0.09,0.84,269
1826,0.78,0.86,274
1827,0.45,0.53,159
1828,0.42,0.47,135
1829,0.46,0.53,147
1830,0.39,0.49,142
1831,0.36,0.51,130
1832,0.43,0.53,147
1833,0.85,0.87,246
1834,0.11,0.92,281
1835,0.11,0.9,253
1836,0.38,0.47,128
1837,0.43,0.57,129
1838,0.75,1,223
1839,0.11,0.92,269
1840,0.1,0.9,269
1841,0.1,0.81,244
1842,0.37,0.5,154
1843,0.11,0.93,140
1844,0.45,0.46,159
1845,0.44,0.48,158
1846,0.44,0.56,133
1847,0.11,0.77,247
1848,0.79,0.93,268
1849,0.8,0.9,267
1850,0.1,0.87,251
1851,0.09,0.93,279
1852,0.7,0.84,161
1853,0.72,0.84,256
1854,0.11,0.8,304
1855,0.39,0.51,137
1856,0.4,0.49,144
1857,0.43,0.54,142
1858,0.76,0.87,262
1859,0.4,0.48,142
1860,0.09,0.89,282
1861,0.37,0.54,157
1862,0.87,0.91,228
1863,0.1,0.86,283
1864,0.11,0.86,286
1865,0.43,0.5,148
1866,0.1,0.81,245
1867,0.11,0.95,279
1868,0.85,0.87,245
1869,0.37,0.49,138
1870,0.44,0.52,141
1871,0.1,0.83,302
1872,0.11,0.89,268
1873,0.87,0.88,240
1874,0.39,0.49,127
1875,0.1,0.94,264
1876,0.44,0.53,155
1877,0.4,0.49,143
1878,0.76,0.98,217
1879,0.46,0.55,147
1880,0.9,0.92,271
1881,0.85,0.87,273
1882,0.1,0.78,285
1883,0.43,0.49,131
1884,0.2,0.5,135
1885,0.81,0.92,239
1886,0.83,0.85,237
1887,0.14,0.75,277
1888,0.1,0.84,303
1889,0.91,0.98,242
1890,0.37,0.57,158
1891,0.42,0.57,147
1892,0.39,0.68,282
1893,0.39,0.54,154
1894,0.44,0.52,149
1895,0.37,0.45,149
1896,0.39,0.53,146
1897,0.72,0.94,258
1898,0.37,0.49,148
1899,0.82,0.94,236
1900,0.42,0.52,134
1901,0.59,1,155
1902,0.82,0.86,257
1903,0.73,0.97,189
1904,0.78,0.66,164
1905,0.09,0.95,271
1906,0.1,0.97,280
1907,0.45,0.46,149
1908,0.83,0.81,219
1909,0.43,0.51,128
1910,0.4,0.47,128
1911,0.43,0.46,157
1912,0.78,0.93,225
1913,0.39,0.45,140
1914,0.11,0.97,310
1915,0.36,0.52,143
1916,0.36,0.54,153
1917,0.1,0.79,310
1918,0.4,0.47,136
1919,0.81,0.85,251
1920,0.4,0.47,144
1921,0.09,0.93,296
1922,0.76,0.89,238
1923,0.73,0.93,162
1924,0.38,0.49,137
1925,0.72,0.84,257
1926,0.4,0.56,148
1927,0.91,0.99,254
1928,0.85,0.85,247
1929,0.9,0.7,206
1930,0.46,0.55,145
1931,0.43,0.57,159
1932,0.89,0.88,228
1933,0.09,0.81,257
1934,0.4,0.48,155
1935,0.76,0.83,293
1936,0.4,0.57,151
1937,0.37,0.48,160
1938,0.37,0.53,143
1939,0.11,0.96,280
1940,0.37,0.52,158
1941,0.09,0.89,310
1942,0.88,0.86,258
1943,0.84,0.94,262
1944,0.1,0.98,265
1945,0.41,0.47,143
1946,0.84,0.91,232
1947,0.41,0.55,161
1948,0.53,0.76,132
1949,0.42,0.47,139
1950,0.36,0.5,131
1951,0.38,0.52,161
1952,0.36,0.48,152
1953,0.46,0.54,138
1954,0.37,0.47,159
1955,0.42,0.49,153
1956,0.44,0.56,156
1957,0.92,0.82,265
1958,0.1,0.79,301
1959,0.76,1,220
1960,0.11,0.79,247
1961,0.43,0.48,136
1962,0.4,0.49,160
1963,0.11,0.84,310
1964,0.84,0.82,240
1965,0.84,0.84,238
1966,0.51,0.6,243
1967,0.66,0.91,248
1968,0.42,0.56,137
1969,0.38,0.49,155
1970,0.15,0.63,229
1971,0.38,0.53,140
1972,0.43,0.54,156
1973,0.37,0.57,147
1974,0.11,0.92,293
1975,0.41,0.53,157
1976,0.84,0.96,247
1977,0.4,0.51,148
1978,0.99,0.91,136
1979,0.5,0.75,127
1980,0.74,0.64,268
1981,0.56,0.58,258
1982,0.34,0.39,136
1983,0.48,0.94,255
1984,0.73,0.62,218
1985,0.59,0.87,268
1986,0.81,0.57,224
1987,0.9,0.66,231
1988,0.41,0.84,191
1989,0.89,0.92,165
1990,0.48,0.84,252
1991,0.79,0.97,266
1992,0.98,0.66,248
1993,0.75,0.7,144
1994,1,0.41,174
1995,0.24,0.82,179
1996,0.84,0.43,246
1997,0.56,0.86,201
1998,0.92,0.93,208
1999,0.61,0.98,267
2000,0.84,0.77,262
2001,0.85,0.59,235
2002,0.67,0.57,160
2003,0.54,0.94,267
2004,0.75,0.56,175
2005,0.82,0.79,224
2006,0.76,0.6,177
2007,0.19,0.53,191
2008,0.61,0.41,138
2009,0.51,0.8,218
2010,0.52,0.88,179
2011,0.74,0.58,241
2012,0.98,0.91,240
2013,0.71,0.92,202
2014,0.33,0.88,260
2015,0.98,0.97,196
2016,0.52,0.59,176
2017,0.84,0.65,140
2018,0.87,0.5,242
2019,0.48,0.85,279
2020,0.58,0.55,202
2021,0.58,0.84,228
2022,0.73,0.69,171
2023,0.68,0.54,153
2024,0.41,0.68,165
2025,0.85,0.6,182
2026,0.54,0.7,239
2027,0.81,0.61,231
2028,0.7,0.52,255
2029,0.63,0.66,237
2030,0.68,0.54,251
2031,0.7,0.53,178
2032,0.82,0.65,148
2033,0.72,0.94,240
2034,0.77,0.78,269
2035,0.86,0.91,147
2036,0.15,0.97,198
2037,0.81,0.99,143
2038,0.93,0.98,238
2039,0.62,0.74,213
2040,0.53,0.81,226
2041,0.86,0.99,169
2042,0.92,0.65,238
2043,0.97,0.83,202
2044,0.39,0.78,205
2045,0.45,0.66,111
2046,0.41,0.47,104
2047,0.51,0.69,212
2048,0.74,0.62,236
2049,0.69,0.57,245
2050,0.84,0.64,267
2051,0.69,0.66,106
2052,0.93,0.53,198
2053,0.33,0.45,239
2054,0.25,0.65,220
2055,0.63,0.59,224
2056,0.81,0.62,100
2057,0.12,0.87,244
2058,0.52,0.66,139
2059,0.57,0.51,152
2060,0.84,0.58,208
2061,0.6,0.95,205
2062,0.73,0.44,194
2063,0.2,0.58,209
2064,0.58,0.9,212
2065,0.48,0.56,151
2066,0.54,0.67,282
2067,0.86,1,256
2068,0.94,0.83,185
2069,0.76,0.74,132
2070,0.61,0.95,233
2071,0.56,0.94,215
2072,1,0.74,220
2073,0.15,0.53,222
2074,0.19,0.58,182
2075,0.17,0.73,258
2076,0.71,0.57,209
2077,0.86,0.79,242
2078,0.59,0.88,155
2079,0.74,0.76,104
2080,0.98,0.92,201
2081,0.93,0.75,143
2082,1,0.92,161
2083,0.59,0.81,200
2084,0.98,0.55,255
2085,0.35,0.5,227
2086,0.42,0.96,270
2087,0.61,0.85,230
2088,0.78,0.72,270
2089,0.93,0.52,200
2090,0.5,0.95,207
2091,0.67,0.51,182
2092,0.75,0.85,234
2093,0.79,0.51,237
2094,0.84,0.89,187
2095,0.72,0.5,257
2096,0.57,0.48,194
2097,0.73,0.52,162
2098,0.74,0.58,148
2099,0.52,0.83,210
2100,0.56,0.76,213
2101,0.76,0.68,189
2102,0.82,0.93,185
2103,0.76,0.83,186
2104,0.62,0.59,128
2105,0.48,0.8,268
2106,0.64,0.77,213
2107,0.74,0.82,142
2108,0.52,0.43,199
2109,0.67,0.5,157
2110,0.71,0.76,172
2111,0.72,0.63,176
2112,0.33,0.58,183
2113,0.91,0.56,270
2114,0.88,0.68,157
2115,0.96,0.6,185
2116,0.97,0.68,167
2117,0.27,0.59,226
2118,0.65,0.64,223
2119,0.68,0.73,257
2120,0.68,0.46,143
2121,0.69,0.74,215
2122,0.79,0.99,194
2123,0.74,0.92,193
2124,0.8,0.83,163
2125,0.38,0.94,252
2126,0.26,0.83,168
2127,0.81,0.86,231
2128,0.67,0.54,141
2129,0.55,0.81,260
2130,0.87,0.71,132
2131,0.46,0.69,159
2132,0.63,0.57,177
2133,0.54,0.96,248
2134,1,0.49,185
2135,0.97,0.66,149
2136,0.9,0.92,152
2137,0.75,0.7,129
2138,0.92,0.84,208
2139,0.8,0.94,136
2140,0.57,0.81,142
2141,0.81,0.94,225
2142,0.64,0.6,143
2143,0.71,0.54,215
2144,0.35,0.58,229
2145,0.88,0.81,193
2146,0.13,0.59,160
2147,0.82,0.73,195
2148,0.17,0.92,189
2149,0.21,0.82,207
2150,0.89,0.47,108
2151,0.2,0.72,224
2152,0.99,0.81,180
2153,0.26,0.85,152
2154,0.22,0.53,244
2155,0.79,0.84,176
2156,0.73,0.79,145
2157,0.83,0.54,149
2158,0.42,0.54,122
2159,0.18,0.8,110
2160,0.92,0.91,222
2161,0.87,0.52,237
2162,0.72,0.65,224
2163,0.64,0.58,115
2164,1,0.66,180
2165,0.83,0.65,162
2166,0.98,0.58,136
2167,0.7,0.87,260
2168,0.9,0.79,150
2169,0.55,0.99,248
2170,0.78,0.84,233
2171,0.89,0.53,272
2172,0.17,0.59,197
2173,0.14,0.64,164
2174,0.85,0.57,216
2175,0.84,0.79,266
2176,0.7,0.69,102
2177,0.16,0.98,284
2178,0.51,0.69,145
2179,0.6,0.89,167
2180,0.5,0.63,172
2181,0.43,0.39,198
2182,0.5,0.7,201
2183,0.91,0.89,197
2184,0.65,0.93,270
2185,0.59,0.52,149
2186,0.89,0.56,256
2187,0.97,0.6,162
2188,0.56,0.97,163
2189,0.76,0.93,266
2190,0.28,0.55,208
2191,0.75,0.51,138
2192,0.78,0.81,232
2193,0.26,0.63,100
2194,0.53,0.72,172
2195,0.25,0.41,133
2196,0.82,0.51,234
2197,0.71,0.57,183
2198,0.61,0.95,174
2199,0.89,0.68,175
2200,0.57,0.78,109
2201,0.93,0.8,248
2202,0.61,0.84,104
2203,0.56,0.62,154
2204,0.7,0.89,214
2205,0.9,0.64,209
2206,0.15,0.74,212
2207,0.39,0.36,168
2208,0.74,0.72,176
2209,0.7,0.61,163
2210,0.72,0.93,148
2211,0.61,0.97,137
2212,0.96,1,162
2213,0.7,0.59,216
2214,0.92,0.49,240
2215,0.72,0.56,176
2216,0.53,0.75,192
2217,0.67,0.85,160
2218,0.78,0.8,194
2219,0.53,0.75,239
2220,0.9,0.48,204
2221,0.16,0.9,258
2222,0.62,0.38,257
2223,0.62,0.98,137
2224,0.22,0.52,175
2225,0.91,0.82,183
2226,0.87,0.74,190
2227,0.95,0.69,225
2228,0.99,0.75,215
2229,0.99,0.57,176
2230,0.77,0.99,153
2231,0.75,0.68,150
2232,0.83,0.54,259
2233,0.61,0.39,99
2234,0.91,0.97,167
2235,0.47,0.64,192
2236,0.77,0.61,146
2237,0.55,0.51,190
2238,0.32,0.48,246
